-245.22790902513447, -221.86090287618856
-245.7563937210985, -221.9929169542802
-246.2848784170625, -222.12493103237193
-247.07760546100852, -222.25689523894027
-247.87033250495455, -222.38885944550861
-248.66305954890055, -222.52082365207696
-249.5879077668376, -222.38853528060724
-250.3806348107836, -221.99204420262276
-250.90911950674763, -221.19926153274696
-251.30548302872063, -220.8028452620474
-252.23033124665764, -220.8026707117159
-253.02305829060367, -220.93463491828425
-253.94790650854065, -221.06657418909106
-254.7406335524867, -221.0664245745212
-255.00487590046868, -220.6700332395833
-255.1369970744597, -220.0094391981305
-254.4763912045047, -219.6132224135241
-253.55154298656765, -219.61339696385562
-252.89093711661263, -219.87774928494025
-251.96608889867565, -219.74581001413344
-251.17336185472962, -219.4817319864269
-250.5127559847746, -218.8212875595441
-249.72002894082857, -218.29298188956102
-248.79518072289153, -218.29315643989253
-247.7382113309635, -218.42546974712388
-246.81336311302653, -218.68987193973192
-245.7563937210985, -218.95429906810136
