-208.79232252620594, -126.70725949244957
-209.11333433350913, -105.61249727443152
-213.7080996363016, -102.64140400428812
-209.27017252880745, -98.18476409907305
-208.9978888467695, -77.83277519859081
-154.49434549448742, -78.42699385261949
-154.48351702220626, -87.637382990064
-196.69429919645336, -87.04316433603532
-196.9784592674448, -97.29343611803
-161.58123129695852, -97.29343611803
-154.76261216261457, -102.19574001376662
-161.4224719210942, -106.35527059196733
-196.81935058602303, -106.6523799189817
-197.10281204589958, -117.49687035500506
-154.8932524411036, -117.05120636448356
-154.73361980134564, -126.85581415595675
