272.12983268356066, 256.0806908044912
272.30750487329425, 254.3048375977536
272.48517706302783, 253.23927375197414
273.0181936322286, 252.7061673182287
273.72888239116304, 252.3505034203805
274.61724333983096, 252.17228205842957
274.61724333983096, 250.75170333651334
273.0181936322286, 250.75287157559384
270.1754385964911, 250.93252078530986
266.6219948018193, 250.93511687215548
258.44907407407396, 250.76351553166083
258.44907407407396, 252.1840942535771
259.5151072124756, 252.53846010800248
260.5811403508771, 253.603115323386
260.7588125406107, 254.1357025397623
260.7588125406107, 256.6217153031157
260.7588125406107, 282.90242165856637
260.7588125406107, 298.7063599398847
260.7588125406107, 299.59422164108236
260.5811403508771, 300.30464080638274
259.87045159194275, 300.8378770444705
258.98209064327483, 301.1936707466609
258.44907407407396, 301.54920484016685
258.44907407407396, 302.79221122184356
262.0025178687459, 302.789615134998
296.6485948667965, 302.7643032882533
303.9331546458739, 302.7589813102198
305.3545321637426, 302.93551521572107
306.4205653021441, 303.6450257506255
306.95358187134497, 304.71007037903587
307.13125406107844, 305.2426575954122
308.19728719948006, 305.2418787693585
308.37495938921364, 303.9987425833395
308.37495938921364, 298.3164276956745
308.37495938921364, 294.58740855064434
308.37495938921364, 291.7462511068118
307.13125406107844, 291.74715973720777
306.7759096816114, 292.63528104709
306.2428931124106, 293.5235321613145
305.3545321637426, 294.0568982037445
304.1108268356075, 294.0578068341405
301.6234161793371, 294.05962409493236
287.23196881091604, 294.0701382466571
274.0842267706302, 293.90217142774634
272.30750487329425, 294.0810418114086
272.30750487329425, 291.95017372853425
272.30750487329425, 288.5762992639832
272.12983268356066, 283.07168652089996
272.12983268356066, 281.82868013922325
274.4395711500974, 281.8269926827736
278.34835932423647, 281.82413698724343
292.20679012345664, 281.81401224854557
293.62816764132543, 281.81297381380733
294.87187296946064, 282.34478220412996
295.582561728395, 283.2321246879585
295.93790610786215, 284.1197267804716
297.18161143599724, 284.11881815007564
297.18161143599724, 281.98795006720127
297.18161143599724, 270.9784649723503
295.93790610786215, 270.97937360274625
295.76023391812856, 271.6897927680467
295.4048895386614, 272.40034173768936
294.69420077972705, 273.1111503160166
293.9835120207927, 273.4668142138648
292.5621345029239, 273.46785264860307
287.5873131903833, 273.4714871701869
282.61249187784273, 273.4751216917707
275.3279320987654, 273.48044366980423
272.12983268356066, 273.4827801479653
272.12983268356066, 270.28647802365373
272.12983268356066, 265.31445249694684
272.12983268356066, 260.697571650719
